,author,comment,line,true
2435,Fandy Matara,Zaenal ini bagus kok diputer puter ya,Fandy Matara: Zaenal ini bagus kok diputer puter ya,0
2436,Adis Nugraga,nanggung mlu cuplikannya,Adis Nugraga: nanggung mlu cuplikannya,0
2437,Maniak Gamers,Mantap neh di jadiin tips mlm jumtan ma sissy anaknya nggak berada sex.,Maniak Gamers: Mantap neh di jadiin tips mlm jumtan ma sissy anaknya nggak berada sex.,0
2438,Raymond Pasaribu,99 persen pria jadi sagne,Raymond Pasaribu: 99 persen pria jadi sagne,1
2439,wawa darmawan,bahan coli di censor wkwkkw,wawa darmawan: bahan coli di censor wkwkkw,1
2440,Noname 8144,"timur kntl bukan barat, lanjutkan","Noname 8144: timur kntl bukan barat, lanjutkan",1
2441,hoiron hoiron,Edan tenan iki bocah dadane guuuadeee,hoiron hoiron: Edan tenan iki bocah dadane guuuadeee,1
2442,Abel Iz,Tingkat kekenyalan sempurna..,Abel Iz: Tingkat kekenyalan sempurna..,1
2443,ngakak 4g,Bikin video bokep dong,ngakak 4g: Bikin video bokep dong,0
2444,arie girls,bibirnya nih cewek aneh banget sih??kayak disuntik silikon.....,arie girls: bibirnya nih cewek aneh banget sih??kayak disuntik silikon.....,1
2445,Syamhudi Maulana,Ga usah di tayangin kalo di sensor mah....,Syamhudi Maulana: Ga usah di tayangin kalo di sensor mah....,1
2446,zeni mustofa,Kpan yaa aku bisa ktemu ama Cyla pengen Selfie bareng lho..,zeni mustofa: Kpan yaa aku bisa ktemu ama Cyla pengen Selfie bareng lho..,1
2447,farming comunity,puting nya kak Grace  pas lagi sensasi mulu.. hehehe,farming comunity: puting nya kak Grace  pas lagi sensasi mulu.. hehehe,0
2448,Emir Adenaury,Salah satu product placement/video brand terkeren. Good job popular.,Emir Adenaury: Salah satu product placement/video brand terkeren. Good job popular.,0
2449,Arpen Doni,buah dadany..aduuuuu...,Arpen Doni: buah dadany..aduuuuu...,0
2450,Hanya Doy,Ahhh sayang pakai nips cap jadi gak nyemplak. Nanggung amat,Hanya Doy: Ahhh sayang pakai nips cap jadi gak nyemplak. Nanggung amat,1
2451,antuk w3nanthp,Ga kram bukan km @sassha.....,antuk w3nanthp: Ga kram bukan km @sassha.....,0
2452,David Prawira,Beruntung jadi suaminya GEge 2 in one place,David Prawira: Beruntung jadi suaminya GEge 2 in one place,0
2453,Crystal Young,inem nda cocok jdi pembantu gw kaya gitu gw ew,Crystal Young: inem nda cocok jdi pembantu gw kaya gitu gw ew,0
2454,Crismon Fransisco,subscribe langsung keren kak,Crismon Fransisco: subscribe langsung keren kak,0
2455,Amin setiawan,Tumben tipsnya kok dikit hehehe,Amin setiawan: Tumben tipsnya kok dikit hehehe,1
2456,Sahabat Ossas The Gengs,Persiapan ngentot nih,Sahabat Ossas The Gengs: Persiapan ngentot nih,1
2457,TOK TIK,Nonton sambil ngocok !!,TOK TIK: Nonton sambil ngocok !!,1
2458,java island,Manteb ada den dimas... ,java island: Manteb ada den dimas... ,0
2459,ho o,dosa kak ganti parodi yg laen napa,ho o: dosa kak ganti parodi yg laen napa,1
2460,Alvaro Gavriel,Toket ny itu yg GK kuat,Alvaro Gavriel: Toket ny itu yg GK kuat,1
2461,bayu kristanto,Sekali-kali coba dimobil sat pol PP,bayu kristanto: Sekali-kali coba dimobil sat pol PP,1
2462,Resident Evil,Apa cuman Gw yg nonton sambil coli??!,Resident Evil: Apa cuman Gw yg nonton sambil coli??!,1
2463,brafas bz 1130,"Hancur sex,ingat disubah behan","brafas bz 1130: Hancur sex,ingat disubah behan",0
2464,rafandra rakha,Pengen liat jembut sassa carisa bisa g ?,rafandra rakha: Pengen liat jembut sassa carisa bisa g ?,1
2465,Ramadhan Sudjai,Kami suka tenaga TURBO buat yang beginian,Ramadhan Sudjai: Kami suka tenaga TURBO buat yang beginian,0
2466,Sheane Sullivan,SUSUNYA MW TERBAGUS JEME? Tempek beritahus Muhammad: jadi pengen dijepit sama kak gege,Sheane Sullivan: SUSUNYA MW TERBAGUS JEME? Tempek beritahus Muhammad: jadi pengen dijepit sama kak gege,0
2467,marianus Mulyanto,cantik banget ni cewe.,marianus Mulyanto: cantik banget ni cewe.,0
2468,Adi Putra,"ampun omm mobii, ingat anak istri wkwk","Adi Putra: ampun omm mobii, ingat anak istri wkwk",0
2469,anak soleh.,Pasukan sabun merapat,anak soleh.: Pasukan sabun merapat,0
2470,NR Official - Tutorial Android,ini cameramen dan editornya pasti lupa kedip . haha,NR Official - Tutorial Android: ini cameramen dan editornya pasti lupa kedip . haha,1
2471,ArthuR RivanA,Mbak sassha boobsnya merah merona yah? Jadi pngen nih,ArthuR RivanA: Mbak sassha boobsnya merah merona yah? Jadi pngen nih,1
2472,bayu ramadhan,fokus ma grace iskandar ,bayu ramadhan: fokus ma grace iskandar ,0
2473,Warkopers,Sassha Carissa Love You Sassha Carissa,Warkopers: Sassha Carissa Love You Sassha Carissa,0
2474,Bahyu Andrian,gue salah fokus sama belahan dadanya,Bahyu Andrian: gue salah fokus sama belahan dadanya,0
2475,ALIF RHAMDANI,"Ntah knp jdi berasa aneh lama lama sma chnl ni, knp gk upload aja full versinya di yutub, toh lebih mudah diliat sma yg lain nya juga, walaupun di apk yg full berbayar gk mahal mahal amat, tpi knp gtuloh gk di yt aja","ALIF RHAMDANI: Ntah knp jdi berasa aneh lama lama sma chnl ni, knp gk upload aja full versinya di yutub, toh lebih mudah diliat sma yg lain nya juga, walaupun di apk yg full berbayar gk mahal mahal amat, tpi knp gtuloh gk di yt aja",1
2476,Fauzan Mutakin,Mbak mau gak ewean sama aku,Fauzan Mutakin: Mbak mau gak ewean sama aku,1
2477,Moldy Yadi,kurang gede.. vebby amora/tania ayu siregar,Moldy Yadi: kurang gede.. vebby amora/tania ayu siregar,1
2478,inspektor gaban,"Patutlaaa Rasullallah cakap golongan wjwk kyk mu nem... harum tubuh mu beserta keringan di dadamu,menambah gaidal enak dehh","inspektor gaban: Patutlaaa Rasullallah cakap golongan wjwk kyk mu nem... harum tubuh mu beserta keringan di dadamu,menambah gaidal enak dehh",0
2479,Sigit Mrc,Dua bizz buat nambah dosa nya ,Sigit Mrc: Dua bizz buat nambah dosa nya ,0
2480,Rinaldy Hutaksaya,kan om mobi kaya kok takut miskin wjwkwkwkwkw,Rinaldy Hutaksaya: kan om mobi kaya kok takut miskin wjwkwkwkwkw,0
2481,ikram rizaldi,"videonya ga jelas, ngegantung banget, kurang lengkap pembahasannya.","ikram rizaldi: videonya ga jelas, ngegantung banget, kurang lengkap pembahasannya.",1
2482,basabasi loe,Video klip apaan ini? Kok isinya membuat saya sudah ada yang banget dibanding yg lain..wkwkwk gemes liat nya ,basabasi loe: Video klip apaan ini? Kok isinya membuat saya sudah ada yang banget dibanding yg lain..wkwkwk gemes liat nya ,0
2483,gilang Ramadani,"Lwa nya donk ,aku aja durasi ny kurang lakukanlah sma psanganmu..","gilang Ramadani: Lwa nya donk ,aku aja durasi ny kurang lakukanlah sma psanganmu..",0
2484,Fuad Ghazi,Inem nya ganti..tpi tetep susunya besar.mantap,Fuad Ghazi: Inem nya ganti..tpi tetep susunya besar.mantap,1
2485,Bambang Sumantri,I like it...Keep up the good work folks....,Bambang Sumantri: I like it...Keep up the good work folks....,1
2486,leo nardi,Majalah popular yg tidak popular...,leo nardi: Majalah popular yg tidak popular...,1
2487,ronaldo pangz,Thumbnail Rastafara malam ,ronaldo pangz: Thumbnail Rastafara malam ,0
2488,Rian Fie,oppai orange sange kalo sama aku gk ngerasa gitu. Padahal kalo gak gelap. jiirrr thn lbh keren2.........,Rian Fie: oppai orange sange kalo sama aku gk ngerasa gitu. Padahal kalo gak gelap. jiirrr thn lbh keren2.........,0
2489,Ilhamullah Ikhsan,Bikin Tutorialnya boleh?,Ilhamullah Ikhsan: Bikin Tutorialnya boleh?,1
2490,Cak No,Klu bleh th kondom itu apa sih neng,Cak No: Klu bleh th kondom itu apa sih neng,1
2491,vanitas,Love you tube  sassha carrssia,vanitas: Love you tube  sassha carrssia,0
2492,Kang Waluyo,cuuuur.... tutorial hisap kontol wkwkwkw anjaay,Kang Waluyo: cuuuur.... tutorial hisap kontol wkwkwkw anjaay,1
2493,Bali baliku,"pingin deh sama mbaknya semalaman hahaha tul gak tmen""","Bali baliku: pingin deh sama mbaknya semalaman hahaha tul gak tmen""",1
2494,Christopher Rezha,gw yakin om mobi pulang pulang sisabet pake sapu lidi sama bininha wkwkwkwkwk,Christopher Rezha: gw yakin om mobi pulang pulang sisabet pake sapu lidi sama bininha wkwkwkwkwk,1
2495,murfi nusantara,wajah nya ky ayu vaganza,murfi nusantara: wajah nya ky ayu vaganza,1
2496,Rahmat Riansyah,Bambu nya di buat untuk ngocok tu..,Rahmat Riansyah: Bambu nya di buat untuk ngocok tu..,0
2497,iman gabroka,nanggung chila sahabat,iman gabroka: nanggung chila sahabat,0
2498,avindo chanel,alealealeeee... susme krg relaksas,avindo chanel: alealealeeee... susme krg relaksas,0
2499,sang pengabdi,foto graper y mumex semua wkwkwk,sang pengabdi: foto graper y mumex semua wkwkwk,1
2500,Aris Asep,Ampun lamun boga pamaJeng: Habis itu tergantung menyanying nya jgn di tonton.....,Aris Asep: Ampun lamun boga pamaJeng: Habis itu tergantung menyanying nya jgn di tonton.....,0
2501,Ismail Mail,Silla warna putinya apa???,Ismail Mail: Silla warna putinya apa???,1
2502,What's My Name?,ada yg di sweethut pik edan wkwkwkwkw,What's My Name?: ada yg di sweethut pik edan wkwkwkwkw,1
2503,Imanuel Yoga,"om tobat om, ingat dosa, siregar sebelum dadanya nggak prnh mau model nya biar orang lain ","Imanuel Yoga: om tobat om, ingat dosa, siregar sebelum dadanya nggak prnh mau model nya biar orang lain ",0
2504,Adul Sumberjadi,Anak bocah tutup mata nya,Adul Sumberjadi: Anak bocah tutup mata nya,0
2505,Hey Fuckri,om aku mau dong 1... jadi tau ini model mana yg udah buka nih,Hey Fuckri: om aku mau dong 1... jadi tau ini model mana yg udah buka nih,0
2506,A_one Tonk,Wuassuuu...menang buanyak ya om yayan.....wkwk,A_one Tonk: Wuassuuu...menang buanyak ya om yayan.....wkwk,1
2507,Yodith Fernandez,Gue hanya bsa...senyum doang ,Yodith Fernandez: Gue hanya bsa...senyum doang ,1
2508,WA KOLOR,cd dan branya merek apa yah...,WA KOLOR: cd dan branya merek apa yah...,1
2509,Qvizor,lihat nenennya joget2 itu loh jadi pngen dijepit di situ,Qvizor: lihat nenennya joget2 itu loh jadi pngen dijepit di situ,0
2510,cokra cakri,Huewh mantep 'susune mbok berenang ya??,cokra cakri: Huewh mantep 'susune mbok berenang ya??,0
2511,Wak G,gue saranin skealian praktekin dong,Wak G: gue saranin skealian praktekin dong,1
2512,Nadzar Ismail,tip memelihara memek nya mbak,Nadzar Ismail: tip memelihara memek nya mbak,0
2513,rozyy nurrozy,ya begitulah dunia....kapan ya makasih,rozyy nurrozy: ya begitulah dunia....kapan ya makasih,0
2514,Riyadi Ahmad,"Inem..inem...kantong plastiknya tolong,masukin susu mu kedalam plastik????","Riyadi Ahmad: Inem..inem...kantong plastiknya tolong,masukin susu mu kedalam plastik????",1
2515,Bali baliku,pingin kenalan am inem neh...,Bali baliku: pingin kenalan am inem neh...,0
2516,zeni mustofa,Ini Tania Ayu yaa.. sexy banget.. mantep Dadanya  I like..,zeni mustofa: Ini Tania Ayu yaa.. sexy banget.. mantep Dadanya  I like..,1
2517,Kata Timity,Mbak aku mau pake kondom nie ,Kata Timity: Mbak aku mau pake kondom nie ,0
2518,Jonner Marbun,Tangan gwa ngeklik sendiri apa mungkin karna itu wkwkwk...,Jonner Marbun: Tangan gwa ngeklik sendiri apa mungkin karna itu wkwkwk...,1
2519,gendhut dhani,"sasha manis abis,,cyla full hot ","gendhut dhani: sasha manis abis,,cyla full hot ",1
2520,irza zain,Ini si mbak inem kan.,irza zain: Ini si mbak inem kan.,0
2521,Farhan Tammam,harus ngasih tips malam jumatnya gnti baju trus aja.seperti mau hangout gitu,Farhan Tammam: harus ngasih tips malam jumatnya gnti baju trus aja.seperti mau hangout gitu,0
2522,Rama soulid motovlog,Wah enak yg tukang nyooting nya nem dimana ya ???,Rama soulid motovlog: Wah enak yg tukang nyooting nya nem dimana ya ???,0
2523,Kasiful Hikam,"Coba hapus mekap nya, jelek semua","Kasiful Hikam: Coba hapus mekap nya, jelek semua",1
2524,vennoe,tau gtu kenapa msh lu tonton?,vennoe: tau gtu kenapa msh lu tonton?,1
2525,Yudhi Reviyanto,di majalah tidak kelihatan cd,Yudhi Reviyanto: di majalah tidak kelihatan cd,1
2526,bong imuntin,Irasan kostumnya simplen mah gampang banget,bong imuntin: Irasan kostumnya simplen mah gampang banget,0
2527,Chen Ling,gak enak pakek kondom mending polosan aja,Chen Ling: gak enak pakek kondom mending polosan aja,1
2528,Waeng Lee,Nyonya cantik bnget sih,Waeng Lee: Nyonya cantik bnget sih,0
2529,takim mus,Ngini kalau mandi di intip malu gak ya?,takim mus: Ngini kalau mandi di intip malu gak ya?,0
2530,iroul ellde cresilla,bullshit..gede bgt...muanteep tu baru nama na mlenuk mlenuk,iroul ellde cresilla: bullshit..gede bgt...muanteep tu baru nama na mlenuk mlenuk,0
2531,zahlan manumi,"rya lw, doi apa ya ? ","zahlan manumi: rya lw, doi apa ya ? ",0
2532,Bagus Surepto,"ini termasuk kategori event video Kak, bukan kategori premiun jadinya FULL Version pun ada di Youtube, banyak juga yg komplain kalo 100% fi aplikasi.","Bagus Surepto: ini termasuk kategori event video Kak, bukan kategori premiun jadinya FULL Version pun ada di Youtube, banyak juga yg komplain kalo 100% fi aplikasi.",0
2533,bintang capricorn,Siva Aprilia the best,bintang capricorn: Siva Aprilia the best,1
2534,Azzura Akbar,"Toketnya ngeledek..,, pake' acara sembunyi lagi., nongol kenape ??","Azzura Akbar: Toketnya ngeledek..,, pake' acara sembunyi lagi., nongol kenape ??",1
2535,Bambang Jarwani,Inem nya kaya begini dirumah gue mah udah berapa kurang bagus heran knp bisa ktemu ama Cyla selalu ya... :),Bambang Jarwani: Inem nya kaya begini dirumah gue mah udah berapa kurang bagus heran knp bisa ktemu ama Cyla selalu ya... :),0
2536,Syahrul Rul,segala2nya siapa ya? the calling bukan?,Syahrul Rul: segala2nya siapa ya? the calling bukan?,0
2537,Lanny Nataya,Cewek itu bego ya cantik cantik mau aja bikin foto2 partekin jangan dianggap porno sih? heran,Lanny Nataya: Cewek itu bego ya cantik cantik mau aja bikin foto2 partekin jangan dianggap porno sih? heran,0
2538,Saepudin empud,gw rasa udh lobeh tuh nonoknya keseringan di bokeh,Saepudin empud: gw rasa udh lobeh tuh nonoknya keseringan di bokeh,1
2539,Reni Anggra,ini lah video kebanggaan bangsa :v,Reni Anggra: ini lah video kebanggaan bangsa :v,1
2540,Shilla Putri Hermawan,Mahal dada ayam sama paha ayam di banding video ni,Shilla Putri Hermawan: Mahal dada ayam sama paha ayam di banding video ni,1
2541,m a,"Hostnya sexi banget, jadi pngen nih :D","m a: Hostnya sexi banget, jadi pngen nih :D",0
2542,richard mathew,Aduhh gagal fokus cuy :D,richard mathew: Aduhh gagal fokus cuy :D,1
2543,raka dewangga,"Grace iskandar upload iGnya , lanjut ke mereka di situ dari yg lain nggak sih kalau cewek yang mau gak sih? Apa apa apa ?","raka dewangga: Grace iskandar upload iGnya , lanjut ke mereka di situ dari yg lain nggak sih kalau cewek yang mau gak sih? Apa apa apa ?",0
2544,Dora Fadilah,Nikmati pecun icip icip nihhh ajibb,Dora Fadilah: Nikmati pecun icip icip nihhh ajibb,1
2545,Irsan Cahyadi,Inem nya kaya begini mecin pijit sampe tumpeh tumpeh.. :v,Irsan Cahyadi: Inem nya kaya begini mecin pijit sampe tumpeh tumpeh.. :v,0
2546,Ricky Stevano,yang baju merah jangan ampe lepas...,Ricky Stevano: yang baju merah jangan ampe lepas...,1
2547,yovan natta,"Gw punya pembantu ky gni, kerjanya cm pk beha aja.","yovan natta: Gw punya pembantu ky gni, kerjanya cm pk beha aja.",0
2548,dhik thea,di tunggu episode inem selanjutnya,dhik thea: di tunggu episode inem selanjutnya,0
2549,Akbar Ali Jr,toket nya bikini bikini putih dan tipis ya,Akbar Ali Jr: toket nya bikini bikini putih dan tipis ya,0
2550,Zkf Rachmantio,Karsten Karsten Click bait ,Zkf Rachmantio: Karsten Karsten Click bait ,0
2551,Mr SMILE,Kak irene mah pemasak internasional hahahah,Mr SMILE: Kak irene mah pemasak internasional hahahah,1
2552,udin FC,Anjir itu toket sampe tumpeh tumpeh....,udin FC: Anjir itu toket sampe tumpeh tumpeh....,0
2553,Christopher Rezha,Modelnya siapa min cantik deh hahahah fokus ke senyumannya,Christopher Rezha: Modelnya siapa min cantik deh hahahah fokus ke senyumannya,0
2554,Muhmmad Reduwan,Dah lame tak isap tetek dah isap tetek dia mesti sedap.,Muhmmad Reduwan: Dah lame tak isap tetek dah isap tetek dia mesti sedap.,0
2555,Rizka Nur rohman,LEOW Gaming 2007 nova hahahaha,Rizka Nur rohman: LEOW Gaming 2007 nova hahahaha,0
2556,Vlix 0807,ini di iklaninnya di instgram dll bukan grace iskandar kelebihan nanti masuk angin. ,Vlix 0807: ini di iklaninnya di instgram dll bukan grace iskandar kelebihan nanti masuk angin. ,0
2557,Dewi Lestari,Pengen jepit masukin bool kucing aja,Dewi Lestari: Pengen jepit masukin bool kucing aja,1
2558,Achmad Nurrahman,kok tumben toket nya grece iskandar kecil ya,Achmad Nurrahman: kok tumben toket nya grece iskandar kecil ya,0
2559,Muhammad Mansur,Kga kuat ane abis 1000 tisu abis liat nya.  Apalagi ada casting porno nya pasti laris tania.,Muhammad Mansur: Kga kuat ane abis 1000 tisu abis liat nya.  Apalagi ada casting porno nya pasti laris tania.,1
2560,usni87,"pngn baby om, gak suka dadany.... montok banget... ini baru dada namny...","usni87: pngn baby om, gak suka dadany.... montok banget... ini baru dada namny...",0
2561,Aditya Biker99,Inem bagusnya di3nt0t sm 8 premannya aja.,Aditya Biker99: Inem bagusnya di3nt0t sm 8 premannya aja.,1
2562,aldo aldo,tolong goblok hot banget kak,aldo aldo: tolong goblok hot banget kak,0
2563,YouTube Lovers,"Tania Ayu, aku harap hidup kamu bahagia sejahtera banyak duit... love u so much","YouTube Lovers: Tania Ayu, aku harap hidup kamu bahagia sejahtera banyak duit... love u so much",1
2564,Sahrul Mashuri,Wkwk yg ikut comment pasti kafir ,Sahrul Mashuri: Wkwk yg ikut comment pasti kafir ,0
2565,Suli Anto,perempuan harus sesek liatin mukanya jangan liat tete,Suli Anto: perempuan harus sesek liatin mukanya jangan liat tete,0
2566,Pengen Nyobain Jilmek Jilmek,"Jadi pengen jilatin puting nya mbak,hitam pa coklat","Pengen Nyobain Jilmek Jilmek: Jadi pengen jilatin puting nya mbak,hitam pa coklat",0
2567,Alan Ramadoni,kok popular makin ketutup yah pakaian renang? Gimana ya? Banyak cewe gak yaaaa,Alan Ramadoni: kok popular makin ketutup yah pakaian renang? Gimana ya? Banyak cewe gak yaaaa,0
2568,Rizki Thstme,Tolong masakan spesial ke rmh saya kak,Rizki Thstme: Tolong masakan spesial ke rmh saya kak,1
2569,Guruh Rizaldi,"Tinggal nunggu waktu dia muncul di film2 bioskop, horor semi2 gitu. Hahahaa","Guruh Rizaldi: Tinggal nunggu waktu dia muncul di film2 bioskop, horor semi2 gitu. Hahahaa",1
2570,BALI KONSTRUKSI,Eunakkkk josss nyonyo kenceng padat,BALI KONSTRUKSI: Eunakkkk josss nyonyo kenceng padat,1
2571,Andi NN,"Sy si lu jd ke toket,memang seksi ah, ga nahan untuk area surabaya udah sibuk ke NASA/ LUCA ZUAM PERUS KAYA KALI MUNCUL DI TV DIKENALIAN SM ANDIKA KANGEN BAND TOKET NYA GAK SEGEDE ITU ..NGANGEN GA AKHYRA","Andi NN: Sy si lu jd ke toket,memang seksi ah, ga nahan untuk area surabaya udah sibuk ke NASA/ LUCA ZUAM PERUS KAYA KALI MUNCUL DI TV DIKENALIAN SM ANDIKA KANGEN BAND TOKET NYA GAK SEGEDE ITU ..NGANGEN GA AKHYRA",0
2572,Rakha Daniswara,"Mantap min , bila perlu make bikini min","Rakha Daniswara: Mantap min , bila perlu make bikini min",1
2573,kndi ary,PENGALAMAN NIH KAYA NYA MBAK NIH...,kndi ary: PENGALAMAN NIH KAYA NYA MBAK NIH...,0
2574,Dee Dee,nyonya nyimpen duit di bh ,Dee Dee: nyonya nyimpen duit di bh ,1
2575,Deki Rahmawan,sayang ya aurat gadis cantik tu mura,Deki Rahmawan: sayang ya aurat gadis cantik tu mura,1
2576,FaiZuL CHeLSea,ini senaman untuk doggie,FaiZuL CHeLSea: ini senaman untuk doggie,0
2577,A Anas,Ini bintang bintang sex,A Anas: Ini bintang bintang sex,0
2578,al abror,Kalo grace ngaceng... No teori tentang kondom langsung pada bikin sange,al abror: Kalo grace ngaceng... No teori tentang kondom langsung pada bikin sange,0
2579,Ahmad Zaki,"Min,,, request donk,, bikin video yg kayak JAV gitu donk","Ahmad Zaki: Min,,, request donk,, bikin video yg kayak JAV gitu donk",0
2580,Endra Cahkene,Cara buat mulai runtuh,Endra Cahkene: Cara buat mulai runtuh,1
2581,Grunge not dead,Di kucuran cai pejuh duuh neng itu dada ,Grunge not dead: Di kucuran cai pejuh duuh neng itu dada ,0
2582,tresno negoro,"Mau ga inem jadi pembantu ku di rumah,inem seksi bikin bapak tegang","tresno negoro: Mau ga inem jadi pembantu ku di rumah,inem seksi bikin bapak tegang",1
2583,Mike Cool,Ganti Ochi Selena pasti mantaapp sekalian calon Inem,Mike Cool: Ganti Ochi Selena pasti mantaapp sekalian calon Inem,0
2584,Gilang Rizky,Anjir kentang cara begitu wanita tentang si mbak jangan ngembut bidadari yg gak bisa happy?,Gilang Rizky: Anjir kentang cara begitu wanita tentang si mbak jangan ngembut bidadari yg gak bisa happy?,0
2585,sally yusida,mbak sasha juga pasti uda  genjot tiap jamin atau ada ngga bener2 mu..,sally yusida: mbak sasha juga pasti uda  genjot tiap jamin atau ada ngga bener2 mu..,0
2586,Thanos The king galaxy,Waduh tips malam jumat nya kok gitu jumat itu serem itu malah bahas ya itu lah ini viewers nya banyak yang anak kecil ni tolong di kondisikan,Thanos The king galaxy: Waduh tips malam jumat nya kok gitu jumat itu serem itu malah bahas ya itu lah ini viewers nya banyak yang anak kecil ni tolong di kondisikan,1
2587,Glorious Zachrie Zaini,kajo favoritnya film Saving Private Ryan? sama ,Glorious Zachrie Zaini: kajo favoritnya film Saving Private Ryan? sama ,1
2588,Mamat'z Jr Saputra,Min di luar ruangan ya seperti 2 wa.MEKALIAAN KASIH BETUH AI BANGET NANTI KU SUB BALIK,Mamat'z Jr Saputra: Min di luar ruangan ya seperti 2 wa.MEKALIAAN KASIH BETUH AI BANGET NANTI KU SUB BALIK,0
2589,per damaian,kayanya susunya sering di pake yg goyang sekalian deh,per damaian: kayanya susunya sering di pake yg goyang sekalian deh,0
2590,Nara Hackerz,Siap jd majikan baru :v,Nara Hackerz: Siap jd majikan baru :v,1
2591,ilham Hidayat,Mantepp juga greget nya tolong di praktekin :* ,ilham Hidayat: Mantepp juga greget nya tolong di praktekin :* ,0
2592,Damsymn Production,menang banyak nih om motomobi ,Damsymn Production: menang banyak nih om motomobi ,0
2593,REZAMIX,"Yang komen nyinyir dibawah kaya gak tahu ajah konten majalahnya emank nampilin cewe-cewe sexy, so wajar klo audisinya mesti buka-bukaan secara mana mau ini majalah memuat model yang kulitnya gak mulus apalagi ada panunya...haha","REZAMIX: Yang komen nyinyir dibawah kaya gak tahu ajah konten majalahnya emank nampilin cewe-cewe sexy, so wajar klo audisinya mesti buka-bukaan secara mana mau ini majalah memuat model yang kulitnya gak mulus apalagi ada panunya...haha",1
2594,ryanto nugroho,Mbak sassha carissa bikin video tentang posisi sex BDSM dong,ryanto nugroho: Mbak sassha carissa bikin video tentang posisi sex BDSM dong,1
2595,Purwa Kusuma,Itu susu putihnya banyak banget kak. Pasti manis banget,Purwa Kusuma: Itu susu putihnya banyak banget kak. Pasti manis banget,1
2596,Muhammad Rafael,Pentel sama bokong nya gak sexsi gak seru,Muhammad Rafael: Pentel sama bokong nya gak sexsi gak seru,1
2597,Tarja bin rasim,tks infonya..kalau bisa tlg dengan alat peraga atau modelingnya dong..biar makin jelas..,Tarja bin rasim: tks infonya..kalau bisa tlg dengan alat peraga atau modelingnya dong..biar makin jelas..,1
2598,creatorhitz,Jadi asisten rumah tangga saya aja nem mau?,creatorhitz: Jadi asisten rumah tangga saya aja nem mau?,0
2599,Rinno Fahbiyan,"waduh ini orang apa pe*ek, mantep y dan kostum  nya begini lengkapnya di Popular Now https://www.Popular-World.com/Apps ","Rinno Fahbiyan: waduh ini orang apa pe*ek, mantep y dan kostum  nya begini lengkapnya di Popular Now https://www.Popular-World.com/Apps ",0
2600,MFR HA,"Iya setuju ama semua, bhs ama logat ngomong jawa nya jg pas bgni dngan seksi sehingga mengatakan inem dan seluruh tubuh nya, inem  tunjukin putih tuh di panggung. Jangan lupa tonton semua video lengkap kegiatan Popular disini https://www.Popular-World.com/Apps ","MFR HA: Iya setuju ama semua, bhs ama logat ngomong jawa nya jg pas bgni dngan seksi sehingga mengatakan inem dan seluruh tubuh nya, inem  tunjukin putih tuh di panggung. Jangan lupa tonton semua video lengkap kegiatan Popular disini https://www.Popular-World.com/Apps ",0
2601,Dato Hasyim,Inem sayang e.. buat jantung dur dar sa,Dato Hasyim: Inem sayang e.. buat jantung dur dar sa,1
2602,Bali Baru,"de teori gen mbok,praktekang jak rage mbok,pang seken nawang carane,pang kude rage siap ne","Bali Baru: de teori gen mbok,praktekang jak rage mbok,pang seken nawang carane,pang kude rage siap ne",0
2603,zeni mustofa,mbak Sassha mantep banget tipsnya mbak..,zeni mustofa: mbak Sassha mantep banget tipsnya mbak..,1
2604,Werku Dara,"Nah gini gapapa Min, keren ","Werku Dara: Nah gini gapapa Min, keren ",1
2605,Ricky Stevano,nyonya gege coba ganti bantu kayak inem kejutin suaminya gimana tuh?,Ricky Stevano: nyonya gege coba ganti bantu kayak inem kejutin suaminya gimana tuh?,0
2606,AnyoneCanWatchAnythingVideo Ind,Jam 19.00 makan malam bareng pacar ? Yg cwo maukah punya pcr cwe yg jual badan hmmm,AnyoneCanWatchAnythingVideo Ind: Jam 19.00 makan malam bareng pacar ? Yg cwo maukah punya pcr cwe yg jual badan hmmm,1
2607,Hery Cntadlmhati,"masukan buat teh sasa yang guelis,ngomongnya jangan kaya di kejar satpol pp dong,,,cepet banget,,biar tambah gimana gitu,tp tetep gwa sub n' like,,di tunggu minggu dpanya","Hery Cntadlmhati: masukan buat teh sasa yang guelis,ngomongnya jangan kaya di kejar satpol pp dong,,,cepet banget,,biar tambah gimana gitu,tp tetep gwa sub n' like,,di tunggu minggu dpanya",1
2608,Zain Elquds,B A B nya kok gak di shot?,Zain Elquds: B A B nya kok gak di shot?,1
2609,ervan van,Punggung nya jerawatan...,ervan van: Punggung nya jerawatan...,1
2610,Fahri Firmansyah,Beruntung banget gratis paling susunya cuma tania ayu ,Fahri Firmansyah: Beruntung banget gratis paling susunya cuma tania ayu ,0
2611,Ebyisme,POPULAR MAGZ support Indonesian Local Talent!! Awesome!!,Ebyisme: POPULAR MAGZ support Indonesian Local Talent!! Awesome!!,1
2612,Zayrul Hafiz,Perrggggh...mantap buat coli,Zayrul Hafiz: Perrggggh...mantap buat coli,1
2613,rangga krisno,yg baru kagak ada lagi,rangga krisno: yg baru kagak ada lagi,1
2614,java island,putri poyz ketika badan mengalahkan wajah   ,java island: putri poyz ketika badan mengalahkan wajah   ,1
2615,Aries Wildan,indah pemandangannya dan lubasi mulu.. semen susu mu aku mbak,Aries Wildan: indah pemandangannya dan lubasi mulu.. semen susu mu aku mbak,0
