,author,comment,line,true
977,Draku Dakpae,"makin seru aja ragam lelakon drama di negri ini. ada kasus kopi jessica, narkoba ketua parfi, jerat drama sang motivator, dll. ini mendingan dijadiin topik indonesia lawyers club di tvone aja. ayo, ayo, yang seru, yang seru.. diliput, diliput..:)","Draku Dakpae: makin seru aja ragam lelakon drama di negri ini. ada kasus kopi jessica, narkoba ketua parfi, jerat drama sang motivator, dll. ini mendingan dijadiin topik indonesia lawyers club di tvone aja. ayo, ayo, yang seru, yang seru.. diliput, diliput..:)",1
978,niken dania,"Bener kata pak ahok  BPK sarang mafia ,jadi ibu susi jgn heran biasalah permainan orang orang BPK ,semangat untuk ibu Susi 2 malaikat di pundak ibu  tdk akan lebgah menulis semua yg di lakukan oleh ibu dan jajaran nya","niken dania: Bener kata pak ahok  BPK sarang mafia ,jadi ibu susi jgn heran biasalah permainan orang orang BPK ,semangat untuk ibu Susi 2 malaikat di pundak ibu  tdk akan lebgah menulis semua yg di lakukan oleh ibu dan jajaran nya",1
979,Rizal Adi,kompastv clickbait :( tumbnailnya diganti cewe cantik unch,Rizal Adi: kompastv clickbait :( tumbnailnya diganti cewe cantik unch,1
980,Noto Rasman,Ga usah tunggu revisi u u dr dpr pa..teroris ga usah di tangkap tembak mati saja pa..toch mereka jg punya senjata..ham ga usah nyinyir..hantam terus pa polisi..dan hati2..,Noto Rasman: Ga usah tunggu revisi u u dr dpr pa..teroris ga usah di tangkap tembak mati saja pa..toch mereka jg punya senjata..ham ga usah nyinyir..hantam terus pa polisi..dan hati2..,1
981,Poer Wanto,yg kayak gini masih ada 259 disslike. .... otak mreka gimna ya jln pikirnya ,Poer Wanto: yg kayak gini masih ada 259 disslike. .... otak mreka gimna ya jln pikirnya ,1
982,Saepudin Rakha Hardiansyah,Jiahhhh ad yg demam panggung  pindah halauan ah ke yg pling kanan Dede dores,Saepudin Rakha Hardiansyah: Jiahhhh ad yg demam panggung  pindah halauan ah ke yg pling kanan Dede dores,1
983,Andi senyo,Tangkap... Penjarakan.. Biar tau diri,Andi senyo: Tangkap... Penjarakan.. Biar tau diri,1
984,Tutuk Yuliastuti,Ok!   masa ga bisa  majis emang jalan nggak ?,Tutuk Yuliastuti: Ok!   masa ga bisa  majis emang jalan nggak ?,0
985,AbR Farida,"Iyusi Gode thats da havid... ""doa.  Tau teriak Tahir thanks bule....","AbR Farida: Iyusi Gode thats da havid... ""doa.  Tau teriak Tahir thanks bule....",0
986,Rizka Zeniva Ridho,"selain terakhir, tidak akan jauh dari Allah SWT, amin","Rizka Zeniva Ridho: selain terakhir, tidak akan jauh dari Allah SWT, amin",0
987,Apip Patria,Harusnya seperti dulu lg polri dbawah naungan TNI,Apip Patria: Harusnya seperti dulu lg polri dbawah naungan TNI,1
988,hendra Saputra,Di thn 2018 saya mash dengar ni lagu...dri tahun 90an...,hendra Saputra: Di thn 2018 saya mash dengar ni lagu...dri tahun 90an...,1
989,Mas Yono,Yg ngomong india pasukan elit politik  ...,Mas Yono: Yg ngomong india pasukan elit politik  ...,0
990,David Budiyanto,Pdhal ini org cerdas bngt... ehhhmmm knpa jd miris dgr kasusnya jg gelarnya.. KORUPTOR,David Budiyanto: Pdhal ini org cerdas bngt... ehhhmmm knpa jd miris dgr kasusnya jg gelarnya.. KORUPTOR,1
991,Aceng Junaedi,"ya alloh semoga para ampun, semoga makin banyak orang yg kirim sama yg nmanya x ya sudah tau pekerjan yg murka","Aceng Junaedi: ya alloh semoga para ampun, semoga makin banyak orang yg kirim sama yg nmanya x ya sudah tau pekerjan yg murka",0
992,Oliv Sambul,Jgn bersukur yg sllu membiarkan kamu berbagi,Oliv Sambul: Jgn bersukur yg sllu membiarkan kamu berbagi,0
993,Somat ganteng,"Langsung di gantung aja pak,biar teroris yg lain pd ketakutan","Somat ganteng: Langsung di gantung aja pak,biar teroris yg lain pd ketakutan",1
994,Jay Bilal,"ada beberapa jenis kucing ras asli indonesia, ini salah satunya.","Jay Bilal: ada beberapa jenis kucing ras asli indonesia, ini salah satunya.",1
995,Khrisna Wan,geli iya lht yg dipilih ya jd korban..,Khrisna Wan: geli iya lht yg dipilih ya jd korban..,0
996,AMBENG 1508,Bwh nglapor polah teroris d Luar  d jempol.,AMBENG 1508: Bwh nglapor polah teroris d Luar  d jempol.,0
997,YO GI,Mampussss terorisss itu harus tetap ada berhasil membuat saya eling ... just asep  aja,YO GI: Mampussss terorisss itu harus tetap ada berhasil membuat saya eling ... just asep  aja,0
998,Djerian Toro,Udah biasa napindak kehidupan militan yg gk pernah sodakoh dan sangat merasa keberadaan hewan punah itupun..,Djerian Toro: Udah biasa napindak kehidupan militan yg gk pernah sodakoh dan sangat merasa keberadaan hewan punah itupun..,0
999,Auraku Auraku,Untuk keluarga korban  kami turut berduka  cita diberi kesabaran.... amin,Auraku Auraku: Untuk keluarga korban  kami turut berduka  cita diberi kesabaran.... amin,1
1000,Nugroho Budi,kayak gini kan irfan mu nyapres hhhhh jadi makai nama tuhan nanti membuat isu n ktanyakan.miniah 3 jelas lu ,Nugroho Budi: kayak gini kan irfan mu nyapres hhhhh jadi makai nama tuhan nanti membuat isu n ktanyakan.miniah 3 jelas lu ,0
1001,irwan hasanuin,kata nya tidak ada agama mana yg benar istirahat sedangkan peralatan tp sang istri biar ga ad yg bsa mbnuh tmpk pan jatim klo ini kita tunggu di kolong skywalk di glit kgk kok teroris hukuman tubuhnya masuk ke public... Tidak disembunyikan Jokowi sdh terbukti dan valid sebelumnya.. Kl tdk di kunci umrah berbuat baik..... ,irwan hasanuin: kata nya tidak ada agama mana yg benar istirahat sedangkan peralatan tp sang istri biar ga ad yg bsa mbnuh tmpk pan jatim klo ini kita tunggu di kolong skywalk di glit kgk kok teroris hukuman tubuhnya masuk ke public... Tidak disembunyikan Jokowi sdh terbukti dan valid sebelumnya.. Kl tdk di kunci umrah berbuat baik..... ,0
1002,Muhammad Rafyi,Baru saja mereka mau tinggal dibuktikan teriak2 dechh ,Muhammad Rafyi: Baru saja mereka mau tinggal dibuktikan teriak2 dechh ,0
1003,Rony Arintono,Subhanallah... MUNAH BAWA BERBARU API KERDUNA2......KALANGANNYA KIRIBONG TENANG DI TELINYA. BIAR MASYARAKAT KITA TU.,Rony Arintono: Subhanallah... MUNAH BAWA BERBARU API KERDUNA2......KALANGANNYA KIRIBONG TENANG DI TELINYA. BIAR MASYARAKAT KITA TU.,0
1004,Agus Broo,tetap pakde Jokowi......salam 2 periodeee.............,Agus Broo: tetap pakde Jokowi......salam 2 periodeee.............,1
1005,Gfddx Cdvd,hukum mati aja dari pada di penjara keluar berbuat kejahtan lgi percuma,Gfddx Cdvd: hukum mati aja dari pada di penjara keluar berbuat kejahtan lgi percuma,1
1006,Luthfi,1:16 emg disel ada kalajengking?,Luthfi: 1:16 emg disel ada kalajengking?,1
1007,Micah Setyo Kusuma,kalo mo sampai kapok ya pak? :),Micah Setyo Kusuma: kalo mo sampai kapok ya pak? :),0
1008,javier__ .d,mau sayang pengen tau gw..karena ribut jangan kasih tau trus pidato yg makan uang rakyat nya.,javier__ .d: mau sayang pengen tau gw..karena ribut jangan kasih tau trus pidato yg makan uang rakyat nya.,0
1009,agung BB,"Siapa percaya apa ya ? Hanya  israel tp jangan asal ngomong aja, biar ada efek negatifnya tambah banyak dari pada Tuhan Dan orang orang yang ''' usaha nya agama kalian  jngan anggap remeh orang yang ngebunuh mirna kok lebih iklas dan ga tiap ada bos yg membacakan hasil nya di studio (kalo belum bayar pajak )dan yang telah membunuh menyelesaikan masalah, lebih baik tapi tidak pernah mengerjakan secara fisik sukses untuk psi ini sll sikap dan ditempatkan dan dirahmati.......","agung BB: Siapa percaya apa ya ? Hanya  israel tp jangan asal ngomong aja, biar ada efek negatifnya tambah banyak dari pada Tuhan Dan orang orang yang ''' usaha nya agama kalian  jngan anggap remeh orang yang ngebunuh mirna kok lebih iklas dan ga tiap ada bos yg membacakan hasil nya di studio (kalo belum bayar pajak )dan yang telah membunuh menyelesaikan masalah, lebih baik tapi tidak pernah mengerjakan secara fisik sukses untuk psi ini sll sikap dan ditempatkan dan dirahmati.......",0
1010,Yuyun Karwanto,Amin Kaya jadi orang Jakarta semoga d beri kelancaran rizki. #berfikirpassed,Yuyun Karwanto: Amin Kaya jadi orang Jakarta semoga d beri kelancaran rizki. #berfikirpassed,0
1011,Ara,"jadi ini,, sang vecinta basooo,,, :v","Ara: jadi ini,, sang vecinta basooo,,, :v",1
1012,Ken Akhdaya,hukum sajalah nyapres...sikluknya yg bgitu ga brlaku minimal dr tamakan ..di tmpt kaya gtu...jgn mau tau janji mau nya bebas .,Ken Akhdaya: hukum sajalah nyapres...sikluknya yg bgitu ga brlaku minimal dr tamakan ..di tmpt kaya gtu...jgn mau tau janji mau nya bebas .,0
1013,Salah Kdp,"salut buat bapaknya, Bukan berarti tempat umum AHOK tuh USUB!!! Bangsa ini dibuat!!!","Salah Kdp: salut buat bapaknya, Bukan berarti tempat umum AHOK tuh USUB!!! Bangsa ini dibuat!!!",0
1014,Istoyo Naufal,"Perkumpulan Setandemit Indonesia...,semua Gondoruwo dong!!","Istoyo Naufal: Perkumpulan Setandemit Indonesia...,semua Gondoruwo dong!!",1
1015,Anggar Nusantara Sembuhkan Aamiin.,nggar Nusantara Sembuhkan Aamiin..,Anggar Nusantara Sembuhkan Aamiin..,0
1016,santi suhaila,Ini yang nyebar di fb dulu pertama x nya,santi suhaila: Ini yang nyebar di fb dulu pertama x nya,1
1017,Zaenal Abidin,"Indograsi miskin anak seng mbab trus Puji Tuhan.. Buat Anis & Warosaim.. Wong paling Suka Ngedit kayak gitu kale yah sama aja. Cari sensasi, d kwt gk ad, kan haram adalah anak anda!! loe mending nonton  pa harto 10 x 50 eko wife call stay geneee dalemna guoblok kaleem ae maksud nyoblos pak siksa dulu di jadikan oleh bajingan","Zaenal Abidin: Indograsi miskin anak seng mbab trus Puji Tuhan.. Buat Anis & Warosaim.. Wong paling Suka Ngedit kayak gitu kale yah sama aja. Cari sensasi, d kwt gk ad, kan haram adalah anak anda!! loe mending nonton  pa harto 10 x 50 eko wife call stay geneee dalemna guoblok kaleem ae maksud nyoblos pak siksa dulu di jadikan oleh bajingan",0
1018,margharita sunami,Roh nya jangan Percaya om ... Ini editan,margharita sunami: Roh nya jangan Percaya om ... Ini editan,0
1019,miftakul faizin,Perselamat dah buat ulah terorisme... Jayalah NKRI yg dtuju tersebarang.. jadi ya akhirnya jadi kerjaan kita yg cerdas,miftakul faizin: Perselamat dah buat ulah terorisme... Jayalah NKRI yg dtuju tersebarang.. jadi ya akhirnya jadi kerjaan kita yg cerdas,0
1020,Vincent Yudi,KUA itu gua ke jaring para PEMENANG 085966138/3004ribuMU ini yaallah,Vincent Yudi: KUA itu gua ke jaring para PEMENANG 085966138/3004ribuMU ini yaallah,0
1021,Alexander Moses,"Tidak melekat pada apapun (harta, jabatan), rahasia untuk hidup bahagia..","Alexander Moses: Tidak melekat pada apapun (harta, jabatan), rahasia untuk hidup bahagia..",1
1022,Kejadian Aneh tapi Nyata,Harus Paham Aswaja.. Biar nggak RADIKAL,Kejadian Aneh tapi Nyata: Harus Paham Aswaja.. Biar nggak RADIKAL,1
1023,Vionita Lee,Acta kmn tmh laporin ahy.itu melangar kode etik.istana nga boleh ngoceh politik pilpres.,Vionita Lee: Acta kmn tmh laporin ahy.itu melangar kode etik.istana nga boleh ngoceh politik pilpres.,1
1024,Lukman Nuriato,suka deh biar gk nyinyir terus tenaga koridona regioi jiaa,Lukman Nuriato: suka deh biar gk nyinyir terus tenaga koridona regioi jiaa,0
1025,Unyill 27,"Ya  Alloh  ini  kuasa  mu  ,,, ","Unyill 27: Ya  Alloh  ini  kuasa  mu  ,,, ",1
1026,Rizal Noferi Rugista,bakar hidup2x itu pelakunya sampai gosong..,Rizal Noferi Rugista: bakar hidup2x itu pelakunya sampai gosong..,1
1027,Yudha Arryanto,Alhamdulilah pak ganjar menang selamatmya mas agus semua...wkwkwkwkwkwkwkwkwkw,Yudha Arryanto: Alhamdulilah pak ganjar menang selamatmya mas agus semua...wkwkwkwkwkwkwkwkwkw,0
1028,Djoko Tritunggal,"Pak Bamsoet, tolong  pak plester dulu mulutnya 2F yg suka nyirnyir suka bikin heboh, menjadi hambatan bagi petugas yg akan bertindak, entar kl udah kondusif baru dibuka","Djoko Tritunggal: Pak Bamsoet, tolong  pak plester dulu mulutnya 2F yg suka nyirnyir suka bikin heboh, menjadi hambatan bagi petugas yg akan bertindak, entar kl udah kondusif baru dibuka",1
1029,Seeda Khan,"Orang tua, klo menilai agama dsb, terkenal adalah terlalu ringan..  atas 3 tahun mengancam aminn","Seeda Khan: Orang tua, klo menilai agama dsb, terkenal adalah terlalu ringan..  atas 3 tahun mengancam aminn",0
1030,WAHYUNI TRl,"mahasiswa kbnykn,mlh sok jagoan","WAHYUNI TRl: mahasiswa kbnykn,mlh sok jagoan",1
1031,Yudio Tjeul Eck,wah sby laporkan semua tetoris pak sampe ke akar akar nya,Yudio Tjeul Eck: wah sby laporkan semua tetoris pak sampe ke akar akar nya,0
1032,Sabri Tanjung,Pertemuan dua pimpinan partai yang bakal tenggelam 2019,Sabri Tanjung: Pertemuan dua pimpinan partai yang bakal tenggelam 2019,1
1033,Koko Hari,orang2 kayak gini enaknya di masukkan karung..di buang ke laut..lebih mantapp..,Koko Hari: orang2 kayak gini enaknya di masukkan karung..di buang ke laut..lebih mantapp..,1
1034,braveheartstudio,Hallo kapolri? Nangkap teroris cepet ! Nangkap pelaku penyerang bang novel lama! Dilama lamain krn ada oknum terlibat ?,braveheartstudio: Hallo kapolri? Nangkap teroris cepet ! Nangkap pelaku penyerang bang novel lama! Dilama lamain krn ada oknum terlibat ?,1
1035,Jin Holden,Ya allah sobat saya kelak emil yg menang semoga jabar lebih dari goblog,Jin Holden: Ya allah sobat saya kelak emil yg menang semoga jabar lebih dari goblog,0
1036,Muhammad IKhsan,siapa tau pekok i lemooo jarodjo,Muhammad IKhsan: siapa tau pekok i lemooo jarodjo,0
1037,Muhammad Taufiqi Ridlwan,"Hayo, ini terang2an bahas pilpres, berani gak ACTA","Muhammad Taufiqi Ridlwan: Hayo, ini terang2an bahas pilpres, berani gak ACTA",1
1038,Putri B,"sya pendukung kompas nomer mobil.e wafat, dugoan weh yg sopan..! pilihan sby sodakoh atau duit haram. Dan gue belom ada amerika diperalat setelah tertutup tuh petugas.  Titik","Putri B: sya pendukung kompas nomer mobil.e wafat, dugoan weh yg sopan..! pilihan sby sodakoh atau duit haram. Dan gue belom ada amerika diperalat setelah tertutup tuh petugas.  Titik",0
1039,Kelik Cahyono,Kalau Rutl di Bulden ga ya ? Waspada info jangan tebal ,Kelik Cahyono: Kalau Rutl di Bulden ga ya ? Waspada info jangan tebal ,0
1040,Arif Caesar Budi S,"gak bener ini, blom byr pajak ditilang??? gak ad wewenang lah polisi di situ... telat byr pajak itu kan sudah ada sanksinya, yaitu berupa denda... parah ini..","Arif Caesar Budi S: gak bener ini, blom byr pajak ditilang??? gak ad wewenang lah polisi di situ... telat byr pajak itu kan sudah ada sanksinya, yaitu berupa denda... parah ini..",1
1041,felix nugraha,"Tapi jangan lupa, yg make kaos itu kan juga rakyat, rakyat punya hak pilih, jdi pesan dari gua jangan takabur!","felix nugraha: Tapi jangan lupa, yg make kaos itu kan juga rakyat, rakyat punya hak pilih, jdi pesan dari gua jangan takabur!",1
1042,mata rantai,Tuwas di delok tibake ngapusi...sempak,mata rantai: Tuwas di delok tibake ngapusi...sempak,1
1043,Ledy Constantine,"Gua baru nyadar ini lg indo punya ,,, Good Job!! sumpah kreenn gilak amazing...","Ledy Constantine: Gua baru nyadar ini lg indo punya ,,, Good Job!! sumpah kreenn gilak amazing...",1
1044,putra wiranata,sby liat klu org pinter kalah sama orang lain rugi kalo gini. ,putra wiranata: sby liat klu org pinter kalah sama orang lain rugi kalo gini. ,0
1045,Alie Cungkrienxz,"semoga suatu saat nanti, kita semua juga bisa membuka usaha seperti bapak tersebut. rejeki didunia bisa dicari dan yg pasti pahala diakhirat itu pasti...","Alie Cungkrienxz: semoga suatu saat nanti, kita semua juga bisa membuka usaha seperti bapak tersebut. rejeki didunia bisa dicari dan yg pasti pahala diakhirat itu pasti...",1
1046,Fl Lo,Itu prampokan sadis seharusnya seseorang mempertahankan rutlet ini tp dech ,Fl Lo: Itu prampokan sadis seharusnya seseorang mempertahankan rutlet ini tp dech ,0
1047,Binnar Tanjung,Jgn di Negara Kampung Rp.5 gitu x dijadiin letak pemilu di takdirkan 2 kepemimpinan BAPAK para pengikut isis,Binnar Tanjung: Jgn di Negara Kampung Rp.5 gitu x dijadiin letak pemilu di takdirkan 2 kepemimpinan BAPAK para pengikut isis,0
1048,Weter Wahyudi,PkS Selmt Pak ganjar atas kelengkapan pengakuan arange PECATAN yang paling baek masuk penjara... ,Weter Wahyudi: PkS Selmt Pak ganjar atas kelengkapan pengakuan arange PECATAN yang paling baek masuk penjara... ,0
1049,Sumarti Ancani,Pak mario teguh yg tau sejarah itu menuduh tahu pasti ada cela seseorang yg mampu d hukum beratti apa yg dpt hasratul 1998 yg diberkani oleh slu di kelak na..,Sumarti Ancani: Pak mario teguh yg tau sejarah itu menuduh tahu pasti ada cela seseorang yg mampu d hukum beratti apa yg dpt hasratul 1998 yg diberkani oleh slu di kelak na..,0
1050,Siti Hokky,"Habis pulang dr Sana, yg tepuk2 itu di kasih segepok","Siti Hokky: Habis pulang dr Sana, yg tepuk2 itu di kasih segepok",1
1051,Hendra Jordan,"mau mt pake samurai..lempar setrika, tinju istri...saya tetap suka motivasi dan inspirasi nya,,,the master of alasan..salam super sarden","Hendra Jordan: mau mt pake samurai..lempar setrika, tinju istri...saya tetap suka motivasi dan inspirasi nya,,,the master of alasan..salam super sarden",1
1052,HIBURAN TERBARU,https://www.youtube.com/c/HIBURANTERBARU,HIBURAN TERBARU: https://www.youtube.com/c/HIBURANTERBARU,1
1053,Omen T. Inna,Entah kenapa vidionya gni lht nya kta ?,Omen T. Inna: Entah kenapa vidionya gni lht nya kta ?,0
1054,Arief Rahman,bisa dolar naik turun karena ekonomi as membaik,Arief Rahman: bisa dolar naik turun karena ekonomi as membaik,1
1055,affan basmalah,"Masalah Asyik Saya orang Kota Besar ... Belum ada tempat yang belum berusaha . Kalau ada tempat di Indonesia  pergerakan perekonomian di Negara kita ini,saya tersebut sudah siap membantu menolak anaknya kita awasi lah, karena dari diri si kopasus di atas langit masih ada langit.","affan basmalah: Masalah Asyik Saya orang Kota Besar ... Belum ada tempat yang belum berusaha . Kalau ada tempat di Indonesia  pergerakan perekonomian di Negara kita ini,saya tersebut sudah siap membantu menolak anaknya kita awasi lah, karena dari diri si kopasus di atas langit masih ada langit.",0
1056,Shug Supay,"Subhanallah, semoga rejekinya dilimpahkan rejekinya...amiin....","Shug Supay: Subhanallah, semoga rejekinya dilimpahkan rejekinya...amiin....",0
1057,catur kramotak,gagal fokus sama hostnya yg cwe,catur kramotak: gagal fokus sama hostnya yg cwe,1
1058,Pratama ne,pengen kena batunya......hahaha,Pratama ne: pengen kena batunya......hahaha,0
1059,DarknetTV,mengemis itu gpp kalau memang sangat butuh... tapi kalau udh mampu jgnlah mengemis,DarknetTV: mengemis itu gpp kalau memang sangat butuh... tapi kalau udh mampu jgnlah mengemis,1
1060,Edison T.,Sudah ada gerakan Orang Cerdas Dan adil yang menarik dari pak SIS KPK ,Edison T.: Sudah ada gerakan Orang Cerdas Dan adil yang menarik dari pak SIS KPK ,0
1061,Muhammad alfin,"kaga usah kerja sekalian biar anak Bini loe kaga makan percuma sekolah tinggi"" jadi pilot kok kelakuan Kaya preman pasar.","Muhammad alfin: kaga usah kerja sekalian biar anak Bini loe kaga makan percuma sekolah tinggi"" jadi pilot kok kelakuan Kaya preman pasar.",1
1062,Asyari Pukes,Kalo d balik cerita di musibarkan pengecualian ,Asyari Pukes: Kalo d balik cerita di musibarkan pengecualian ,0
1063,Mohammad Nuruddin,agkat topi buat bapak polisi dg cepat melumpuhkn pelaku,Mohammad Nuruddin: agkat topi buat bapak polisi dg cepat melumpuhkn pelaku,1
1064,Riza hariati,Tapi kok semakin ngeri seragam dr low cara tertutup tuh orang...,Riza hariati: Tapi kok semakin ngeri seragam dr low cara tertutup tuh orang...,0
1065,Budi Nugraha,pa sam saya mu milih anda sayang tp gangster gomong huru bikin ae rek deh,Budi Nugraha: pa sam saya mu milih anda sayang tp gangster gomong huru bikin ae rek deh,0
1066,Armin Serak,Ini semua gara gara lama kasus teroris yg ada di Indonesia. UU yg menghargai berkaidaya dibuat2 segalah urusanya ,Armin Serak: Ini semua gara gara lama kasus teroris yg ada di Indonesia. UU yg menghargai berkaidaya dibuat2 segalah urusanya ,0
1067,Iin Supriatna,ya alloh semoga aja di beri rejeki yg berlimpah dan umur yg panjang. Amin,Iin Supriatna: ya alloh semoga aja di beri rejeki yg berlimpah dan umur yg panjang. Amin,0
1068,Random Defer,"Ane sama jarot""dasar kan bahu membahu bayakan pengalaman buat kalian ","Random Defer: Ane sama jarot""dasar kan bahu membahu bayakan pengalaman buat kalian ",0
1069,Shalsya Billaely,sy sangat setuju.urusan ham blakangan.amankan dulu rakyat dan bangsa RI yg kita cintai ini.teroris tembak mati.,Shalsya Billaely: sy sangat setuju.urusan ham blakangan.amankan dulu rakyat dan bangsa RI yg kita cintai ini.teroris tembak mati.,1
1070,Ardhie Pratama,"Sesungguhn lah orang tua di luar sana ya kan ,","Ardhie Pratama: Sesungguhn lah orang tua di luar sana ya kan ,",0
1071,Generation Internasional Republik Kambing Manok,"Bunuh aja kakinya menang pdip g mau koalisi ,,,","Generation Internasional Republik Kambing Manok: Bunuh aja kakinya menang pdip g mau koalisi ,,,",0
1072,Muhajar Adil,semasa gak akag amal jaringan #Jokowi . Patut ke rakyat ,Muhajar Adil: semasa gak akag amal jaringan #Jokowi . Patut ke rakyat ,0
1073,Maris Hermawan,Yang dibutuhkan rasa trauma hal tersebut adalah pendampingan seorang anak,Maris Hermawan: Yang dibutuhkan rasa trauma hal tersebut adalah pendampingan seorang anak,1
1074,eko darsono,Pemerintah jg gak boleh nyebur politikus itu ap...don have btul soekarno,eko darsono: Pemerintah jg gak boleh nyebur politikus itu ap...don have btul soekarno,0
1075,Apollo Flyhigh,bangga kalo dari dulu ngentot gratis,Apollo Flyhigh: bangga kalo dari dulu ngentot gratis,0
1076,muezzuhe,tapi kalu perabowo aku gk setuju peropokator kokau di gandeng kn sama pk jokowi masik mending anak sby dari pada si wowo otak nya licik preabowo,muezzuhe: tapi kalu perabowo aku gk setuju peropokator kokau di gandeng kn sama pk jokowi masik mending anak sby dari pada si wowo otak nya licik preabowo,1
1077,Axcel GG,"Inilah yg di namakan ""MIMPI DI SIANG BOLONG"" bangun bangun bangun bangun woe","Axcel GG: Inilah yg di namakan ""MIMPI DI SIANG BOLONG"" bangun bangun bangun bangun woe",1
1078,Adhi Satria,Ahmad  Zulkarnain hhhh hak s g aj ,Adhi Satria: Ahmad  Zulkarnain hhhh hak s g aj ,0
1079,Felix di Berlin,"Suara halim, musuh dan kecewa tapi kok. Akbar.","Felix di Berlin: Suara halim, musuh dan kecewa tapi kok. Akbar.",0
1080,Tsani 12345,"jessica cocok main film dgn judul""ayah mengapa aku berbeda "" ","Tsani 12345: jessica cocok main film dgn judul""ayah mengapa aku berbeda "" ",1
1081,mba k mba k,AIR MATA BUAYA SANG PEMBOHONG!!!!,mba k mba k: AIR MATA BUAYA SANG PEMBOHONG!!!!,1
1082,monicky love,jja kelas turkey ktp ko jauh bebas dari australia yg ga tau muslim yg gajinya 3 hari..*,monicky love: jja kelas turkey ktp ko jauh bebas dari australia yg ga tau muslim yg gajinya 3 hari..*,0
1083,Bekti Bak,luar biasa bapak ini..semoga berkah ya allah..,Bekti Bak: luar biasa bapak ini..semoga berkah ya allah..,0
1084,Muhamad Kimin,betul wo cpresnya fadli zong pasti menang..menang ditv1,Muhamad Kimin: betul wo cpresnya fadli zong pasti menang..menang ditv1,1
1085,Siti Fatimah,Bahasa Indonesia nya kok susah. Saya ragu,Siti Fatimah: Bahasa Indonesia nya kok susah. Saya ragu,1
1086,SAHABAT MUDA,Pemimpin indonesia harus fasih bahasa indonesia gak korupsi kalo indonesia di sini dia berani waktu musiknya jesika itu udah tes DNA ga mau kalah hahahha,SAHABAT MUDA: Pemimpin indonesia harus fasih bahasa indonesia gak korupsi kalo indonesia di sini dia berani waktu musiknya jesika itu udah tes DNA ga mau kalah hahahha,0
1087,coded 82,jgn percaya ma org yg pinter ngomong. ujung2 omdo. buktinya kenapa ampe di pecat,coded 82: jgn percaya ma org yg pinter ngomong. ujung2 omdo. buktinya kenapa ampe di pecat,1
1088,Gendoet Jozz,mahasiswa tpi utek nak selet... ,Gendoet Jozz: mahasiswa tpi utek nak selet... ,1
1089,ABDURRAHMAN JOENOES,zaman makin maju.. menjaga kebahagian dengan kebaikan oknum berbanding terbalik :),ABDURRAHMAN JOENOES: zaman makin maju.. menjaga kebahagian dengan kebaikan oknum berbanding terbalik :),0
1090,Excotix Manis,Semoga allah menjadikan pak mahfud md sebagai pemimpin negri ini..,Excotix Manis: Semoga allah menjadikan pak mahfud md sebagai pemimpin negri ini..,1
1091,Sony Nuryadi,"sangat hina nakut KK aku yg uda jelas"" ni  ngasih pengemis dijlnan lunasi aja duluu pak polisi..","Sony Nuryadi: sangat hina nakut KK aku yg uda jelas"" ni  ngasih pengemis dijlnan lunasi aja duluu pak polisi..",0
1092,abhwa agama,saya merasa kenapa tidak mampu naik pesantren.,abhwa agama: saya merasa kenapa tidak mampu naik pesantren.,0
1093,Raden Wijaya,"Dilihat dari wajahnya...orang ini jujur..,ganteng lagi. ","Raden Wijaya: Dilihat dari wajahnya...orang ini jujur..,ganteng lagi. ",1
1094,ohmypah MNafiqun Budi kualitas,Sudah banyak contohnya pengemis kalo masa jabatan kaya no nambah satu om! ,ohmypah MNafiqun Budi kualitas: Sudah banyak contohnya pengemis kalo masa jabatan kaya no nambah satu om! ,0
1095,Deodra,bapak TAMAK ya? hingga anda lupa bahwa anda manusia yang akan MATI.,Deodra: bapak TAMAK ya? hingga anda lupa bahwa anda manusia yang akan MATI.,1
1096,Kabul Wibowo,"Berkah yaa pak.. Bahagia.. Keliatan bapak Yusuf itu rela membalas dengan kebaikan kepada sesama kita yang baik2 saat itu sangat meresahkan warga .tapi harus bersatu melawan teroris klu kembali ke ibu yg kek bebijakan rumah susun tt ktp d indo, tp ada korban sblm terima d sisi tuhanx","Kabul Wibowo: Berkah yaa pak.. Bahagia.. Keliatan bapak Yusuf itu rela membalas dengan kebaikan kepada sesama kita yang baik2 saat itu sangat meresahkan warga .tapi harus bersatu melawan teroris klu kembali ke ibu yg kek bebijakan rumah susun tt ktp d indo, tp ada korban sblm terima d sisi tuhanx",0
1097,Thaim Randal Rizal,"Setuju pa , jago cuma alamat penduduk tiap dari mana tuh kalo perusahaannya dari semua permasalahan.   yang kasian ama zolim juga.","Thaim Randal Rizal: Setuju pa , jago cuma alamat penduduk tiap dari mana tuh kalo perusahaannya dari semua permasalahan.   yang kasian ama zolim juga.",0
1098,GATEL. tv.,Hahahahaaaaa   aku 2000% lebih percaya nasaruddin dari pada ente setnov,GATEL. tv.: Hahahahaaaaa   aku 2000% lebih percaya nasaruddin dari pada ente setnov,1
1099,Abu Aghna,#janganpilihparpolpendukungteroris,Abu Aghna: #janganpilihparpolpendukungteroris,1
1100,jhonnie adams,"apa cuma saya yang merinding lihat video ini,dan terharu","jhonnie adams: apa cuma saya yang merinding lihat video ini,dan terharu",1
